ID_transcript	ID_gene	Max_median_expression
ENST00000539672.1	ENSG00000004700.15	0.0
ENST00000542432.5	ENSG00000004700.15	0.0
ENST00000251739.9	ENSG00000004766.15	0.12
ENST00000305866.9	ENSG00000004766.15	7.5600000000000005
ENST00000436177.5	ENSG00000004766.15	0.16
ENST00000438395.5	ENSG00000004766.15	0.0
ENST00000441602.5	ENSG00000004766.15	0.12
ENST00000443443.1	ENSG00000004766.15	0.55
ENST00000458530.1	ENSG00000004766.15	0.0
ENST00000458707.1	ENSG00000004766.15	0.775
ENST00000467326.5	ENSG00000004766.15	0.79
ENST00000471188.5	ENSG00000004766.15	0.77
ENST00000474412.1	ENSG00000004766.15	0.18
ENST00000476413.1	ENSG00000004766.15	0.0
ENST00000477572.1	ENSG00000004766.15	0.0
ENST00000477935.1	ENSG00000004766.15	0.14500000000000002
ENST00000480943.5	ENSG00000004766.15	0.27
ENST00000484954.1	ENSG00000004766.15	0.0
ENST00000485140.1	ENSG00000004766.15	0.2
ENST00000485994.5	ENSG00000004766.15	0.0
ENST00000495039.1	ENSG00000004766.15	0.12
ENST00000544910.5	ENSG00000004766.15	0.84
ENST00000004982.5	ENSG00000004776.12	1079.0
ENST00000587965.1	ENSG00000004776.12	6.61
ENST00000592984.6	ENSG00000004776.12	0.95
ENST00000007510.8	ENSG00000004777.18	0.0
ENST00000221905.1	ENSG00000004777.18	0.53
ENST00000314737.9	ENSG00000004777.18	11.68
ENST00000378944.9	ENSG00000004777.18	21.25
ENST00000586918.1	ENSG00000004777.18	2.33
ENST00000587447.3	ENSG00000004777.18	17.49
ENST00000587984.1	ENSG00000004777.18	1.39
ENST00000588248.6	ENSG00000004777.18	1.02
ENST00000589133.5	ENSG00000004777.18	0.0
ENST00000590893.5	ENSG00000004777.18	4.07
ENST00000591438.1	ENSG00000004777.18	9.98
ENST00000593034.5	ENSG00000004777.18	9.11
ENST00000601474.5	ENSG00000004777.18	2.15
ENST00000007516.7	ENSG00000004779.9	250.4
ENST00000484769.1	ENSG00000004779.9	0.91
ENST00000562133.5	ENSG00000004779.9	0.78
ENST00000567761.1	ENSG00000004779.9	0.72
ENST00000570319.5	ENSG00000004779.9	2.51
ENST00000005178.5	ENSG00000004799.7	755.3
ENST00000468445.1	ENSG00000004799.7	13.84
ENST00000473301.1	ENSG00000004799.7	7.42
ENST00000473796.1	ENSG00000004799.7	1.55
ENST00000498190.1	ENSG00000004799.7	18.94
ENST00000330550.8	ENSG00000004809.13	0.0
ENST00000368919.7	ENSG00000004809.13	11.47
ENST00000424139.1	ENSG00000004809.13	0.52
ENST00000434949.5	ENSG00000004809.13	3.89
ENST00000437378.5	ENSG00000004809.13	0.74
ENST00000451557.5	ENSG00000004809.13	2.16
ENST00000460159.1	ENSG00000004809.13	7.89
ENST00000461487.1	ENSG00000004809.13	0.02
ENST00000231749.7	ENSG00000004838.13	6.57
ENST00000360165.7	ENSG00000004838.13	172.2
ENST00000431869.1	ENSG00000004838.13	0.83
ENST00000442887.1	ENSG00000004838.13	171.6
ENST00000443080.5	ENSG00000004838.13	6.97
ENST00000468182.1	ENSG00000004838.13	0.58
ENST00000475688.1	ENSG00000004838.13	13.67
ENST00000478269.5	ENSG00000004838.13	3.59
ENST00000490675.5	ENSG00000004838.13	197.0
ENST00000258738.10	ENSG00000004846.16	0.14
ENST00000404938.6	ENSG00000004846.16	0.38
ENST00000406935.5	ENSG00000004846.16	0.39
ENST00000441315.1	ENSG00000004846.16	0.0
ENST00000443026.6	ENSG00000004846.16	0.41
ENST00000477094.5	ENSG00000004846.16	0.0
ENST00000379044.4	ENSG00000004848.7	63.004999999999995
ENST00000636609.1	ENSG00000004848.7	0.0
ENST00000636885.1	ENSG00000004848.7	0.0
ENST00000637394.1	ENSG00000004848.7	0.0
ENST00000637993.1	ENSG00000004848.7	0.0
ENST00000265631.9	ENSG00000004864.13	26.335
ENST00000416240.6	ENSG00000004864.13	0.535
ENST00000472162.2	ENSG00000004864.13	1.61
ENST00000484495.5	ENSG00000004864.13	1.0550000000000002
ENST00000487710.1	ENSG00000004864.13	0.0
ENST00000490072.5	ENSG00000004864.13	0.0
ENST00000492869.1	ENSG00000004864.13	1.8650000000000002
ENST00000494085.1	ENSG00000004864.13	2.47
ENST00000265437.9	ENSG00000004866.20	12.85
ENST00000323984.7	ENSG00000004866.20	2.55
ENST00000393443.5	ENSG00000004866.20	0.61
ENST00000393444.7	ENSG00000004866.20	0.41
ENST00000393446.6	ENSG00000004866.20	0.0
ENST00000393447.8	ENSG00000004866.20	0.33
ENST00000393449.5	ENSG00000004866.20	0.175
ENST00000393451.7	ENSG00000004866.20	3.2
ENST00000417919.5	ENSG00000004866.20	0.89
ENST00000420755.5	ENSG00000004866.20	0.0
ENST00000421345.5	ENSG00000004866.20	0.0
ENST00000422922.5	ENSG00000004866.20	10.29
ENST00000432298.5	ENSG00000004866.20	7.79
ENST00000434836.5	ENSG00000004866.20	0.0
ENST00000438863.5	ENSG00000004866.20	0.21
ENST00000443979.5	ENSG00000004866.20	0.0
ENST00000446490.5	ENSG00000004866.20	0.13
ENST00000449366.5	ENSG00000004866.20	1.29
ENST00000462544.1	ENSG00000004866.20	0.0
ENST00000464020.1	ENSG00000004866.20	0.25
ENST00000465133.5	ENSG00000004866.20	0.11
ENST00000465641.5	ENSG00000004866.20	2.91
ENST00000467538.5	ENSG00000004866.20	0.0
ENST00000477742.5	ENSG00000004866.20	0.0
ENST00000485394.6	ENSG00000004866.20	0.0
ENST00000487459.5	ENSG00000004866.20	1.48
ENST00000489293.5	ENSG00000004866.20	0.0
ENST00000490039.1	ENSG00000004866.20	0.32
ENST00000543837.5	ENSG00000004866.20	0.75
ENST00000619382.1	ENSG00000004866.20	0.0
ENST00000066544.7	ENSG00000004897.11	16.51
ENST00000525495.6	ENSG00000004897.11	0.0
ENST00000526866.5	ENSG00000004897.11	0.0
ENST00000527547.5	ENSG00000004897.11	2.35
ENST00000528147.1	ENSG00000004897.11	0.18
ENST00000528748.5	ENSG00000004897.11	0.69
ENST00000531206.5	ENSG00000004897.11	0.45
ENST00000532575.1	ENSG00000004897.11	0.0
ENST00000532893.5	ENSG00000004897.11	0.31
ENST00000533415.5	ENSG00000004897.11	0.15
ENST00000570740.1	ENSG00000004897.11	12.63
ENST00000570818.5	ENSG00000004897.11	0.0
ENST00000571643.5	ENSG00000004897.11	0.88
ENST00000573502.1	ENSG00000004897.11	0.46
ENST00000573550.5	ENSG00000004897.11	0.02
ENST00000574304.5	ENSG00000004897.11	0.18
ENST00000575483.5	ENSG00000004897.11	0.0
ENST00000575830.2	ENSG00000004897.11	0.0
ENST00000576484.1	ENSG00000004897.11	0.81
ENST00000262418.10	ENSG00000004939.13	9.05
ENST00000399246.3	ENSG00000004939.13	1.28
ENST00000471005.5	ENSG00000004939.13	1.49
ENST00000497360.5	ENSG00000004939.13	1.56
ENST00000498270.1	ENSG00000004939.13	0.32
ENST00000631130.1	ENSG00000004939.13	21.64
ENST00000359558.6	ENSG00000004948.13	0.0
ENST00000360249.8	ENSG00000004948.13	0.0
ENST00000394441.5	ENSG00000004948.13	0.0
ENST00000415529.2	ENSG00000004948.13	0.0
ENST00000421592.5	ENSG00000004948.13	0.5
ENST00000423724.5	ENSG00000004948.13	0.0
ENST00000426151.5	ENSG00000004948.13	0.05
ENST00000321143.8	ENSG00000004961.14	10.56
ENST00000380762.4	ENSG00000004961.14	11.47
ENST00000380763.7	ENSG00000004961.14	0.62
ENST00000005340.9	ENSG00000004975.11	30.15
ENST00000571745.1	ENSG00000004975.11	1.22
ENST00000572285.5	ENSG00000004975.11	2.35
ENST00000573354.1	ENSG00000004975.11	0.23
ENST00000574143.1	ENSG00000004975.11	0.175
ENST00000574591.1	ENSG00000004975.11	1.52
ENST00000574642.5	ENSG00000004975.11	0.59
ENST00000575086.1	ENSG00000004975.11	0.49
ENST00000575458.5	ENSG00000004975.11	0.0
ENST00000575756.5	ENSG00000004975.11	5.01
ENST00000576285.1	ENSG00000004975.11	3.42
ENST00000576439.1	ENSG00000004975.11	0.99
ENST00000576840.5	ENSG00000004975.11	9.77
ENST00000576949.1	ENSG00000004975.11	1.21
ENST00000577154.1	ENSG00000004975.11	1.5
ENST00000161006.7	ENSG00000005001.9	18.91
ENST00000570950.1	ENSG00000005001.9	19.355
ENST00000571228.1	ENSG00000005001.9	0.15
ENST00000572061.1	ENSG00000005001.9	0.405
ENST00000574768.5	ENSG00000005001.9	4.215
ENST00000575164.1	ENSG00000005001.9	17.85
ENST00000576381.1	ENSG00000005001.9	9.010000000000002
ENST00000577177.1	ENSG00000005001.9	0.39
ENST00000262803.9	ENSG00000005007.12	33.11
ENST00000594243.1	ENSG00000005007.12	0.96
ENST00000594504.5	ENSG00000005007.12	0.15
ENST00000596842.5	ENSG00000005007.12	11.5
ENST00000598209.5	ENSG00000005007.12	0.0
ENST00000598471.1	ENSG00000005007.12	0.24
ENST00000599848.5	ENSG00000005007.12	7.62
ENST00000600012.5	ENSG00000005007.12	0.215
ENST00000600310.5	ENSG00000005007.12	0.25
ENST00000600689.1	ENSG00000005007.12	12.29
ENST00000600868.5	ENSG00000005007.12	0.0
ENST00000601689.1	ENSG00000005007.12	0.89
ENST00000601981.5	ENSG00000005007.12	0.0
ENST00000345317.6	ENSG00000005020.12	19.235
ENST00000432747.1	ENSG00000005020.12	0.27
ENST00000468712.5	ENSG00000005020.12	0.14
ENST00000481204.5	ENSG00000005020.12	0.65
ENST00000487720.1	ENSG00000005020.12	0.0
ENST00000489977.5	ENSG00000005020.12	13.46
ENST00000490456.6	ENSG00000005020.12	0.0
ENST00000495802.5	ENSG00000005020.12	1.75
ENST00000497511.5	ENSG00000005020.12	0.0
ENST00000317881.8	ENSG00000005022.5	296.3
ENST00000460013.1	ENSG00000005022.5	1.87
ENST00000463551.1	ENSG00000005022.5	8.88
ENST00000475354.1	ENSG00000005022.5	1.01
ENST00000394650.6	ENSG00000005059.15	9.335
ENST00000452915.3	ENSG00000005059.15	0.37
ENST00000472310.5	ENSG00000005059.15	0.96
ENST00000494604.1	ENSG00000005059.15	5.21
ENST00000515114.3	ENSG00000005059.15	0.16
ENST00000006015.3	ENSG00000005073.5	85.39
ENST00000517402.1	ENSG00000005073.5	1.93
ENST00000292614.9	ENSG00000005075.15	84.12
ENST00000393794.4	ENSG00000005075.15	3.93
ENST00000225296.7	ENSG00000005100.12	7.44
ENST00000433302.7	ENSG00000005100.12	0.1
ENST00000572490.1	ENSG00000005100.12	0.0
ENST00000574023.1	ENSG00000005100.12	0.2
ENST00000575153.5	ENSG00000005100.12	0.86
ENST00000318579.8	ENSG00000005102.12	11.995000000000001
ENST00000329168.3	ENSG00000005102.12	9.25
ENST00000393661.2	ENSG00000005102.12	1.855
ENST00000549132.1	ENSG00000005102.12	0.0
ENST00000408005.2	ENSG00000005108.15	1.37
ENST00000423059.8	ENSG00000005108.15	6.2
ENST00000480061.1	ENSG00000005108.15	0.0
ENST00000497575.1	ENSG00000005108.15	0.0
ENST00000617773.1	ENSG00000005108.15	0.0
ENST00000262327.9	ENSG00000005156.11	15.43
ENST00000378526.8	ENSG00000005156.11	6.455
ENST00000585370.1	ENSG00000005156.11	0.0
ENST00000585740.5	ENSG00000005156.11	0.37
ENST00000585941.5	ENSG00000005156.11	0.14
ENST00000586058.1	ENSG00000005156.11	1.56
ENST00000586119.1	ENSG00000005156.11	2.51
ENST00000586407.1	ENSG00000005156.11	0.35
ENST00000586435.1	ENSG00000005156.11	0.34
ENST00000588109.5	ENSG00000005156.11	0.24
ENST00000588713.1	ENSG00000005156.11	1.3
ENST00000590181.5	ENSG00000005156.11	0.615
ENST00000590630.5	ENSG00000005156.11	0.42
ENST00000592244.1	ENSG00000005156.11	0.0
ENST00000592690.1	ENSG00000005156.11	0.0
ENST00000593099.5	ENSG00000005156.11	3.28
ENST00000005386.7	ENSG00000005175.9	6.045
ENST00000380650.4	ENSG00000005175.9	3.82
ENST00000432584.7	ENSG00000005175.9	5.87
ENST00000547706.1	ENSG00000005175.9	2.14
ENST00000548211.1	ENSG00000005175.9	3.98
ENST00000548296.1	ENSG00000005175.9	0.15
ENST00000551293.1	ENSG00000005175.9	0.72
ENST00000289416.9	ENSG00000005187.11	7.605
ENST00000440284.6	ENSG00000005187.11	17.0
ENST00000501740.6	ENSG00000005187.11	12.86
ENST00000561499.1	ENSG00000005187.11	1.23
ENST00000561584.5	ENSG00000005187.11	1.525
ENST00000561795.5	ENSG00000005187.11	1.255
ENST00000562251.5	ENSG00000005187.11	13.375
ENST00000563914.1	ENSG00000005187.11	0.0
ENST00000564701.1	ENSG00000005187.11	4.390000000000001
ENST00000567006.1	ENSG00000005187.11	10.565
ENST00000567387.5	ENSG00000005187.11	17.62
ENST00000567711.1	ENSG00000005187.11	19.155
ENST00000568235.5	ENSG00000005187.11	17.235
ENST00000569141.1	ENSG00000005187.11	0.0
ENST00000614721.1	ENSG00000005187.11	93.11000000000001
ENST00000261377.10	ENSG00000005189.19	180.2
ENST00000348433.10	ENSG00000005189.19	44.84
ENST00000561474.1	ENSG00000005189.19	4.58
ENST00000563045.1	ENSG00000005189.19	4.38
ENST00000563068.1	ENSG00000005189.19	6.98
ENST00000563617.1	ENSG00000005189.19	0.41
ENST00000564200.1	ENSG00000005189.19	0.0
ENST00000564274.5	ENSG00000005189.19	9.55
ENST00000565340.5	ENSG00000005189.19	0.0
ENST00000566276.5	ENSG00000005189.19	0.09
ENST00000566518.5	ENSG00000005189.19	0.0
ENST00000566993.5	ENSG00000005189.19	20.81
ENST00000567297.5	ENSG00000005189.19	0.0
ENST00000568046.5	ENSG00000005189.19	4.18
ENST00000568334.1	ENSG00000005189.19	2.49
ENST00000568476.5	ENSG00000005189.19	0.0
ENST00000568501.5	ENSG00000005189.19	0.0
ENST00000568647.5	ENSG00000005189.19	0.12
ENST00000568894.5	ENSG00000005189.19	1.14
ENST00000394391.8	ENSG00000005194.14	22.3
ENST00000563341.1	ENSG00000005194.14	0.0
ENST00000563561.1	ENSG00000005194.14	1.79
ENST00000564885.1	ENSG00000005194.14	4.46
ENST00000565368.5	ENSG00000005194.14	0.9
ENST00000565786.5	ENSG00000005194.14	1.9
ENST00000565961.5	ENSG00000005194.14	0.0
ENST00000566284.1	ENSG00000005194.14	4.36
ENST00000567518.5	ENSG00000005194.14	29.89
ENST00000567751.5	ENSG00000005194.14	0.0
ENST00000568940.5	ENSG00000005194.14	0.0
ENST00000569246.5	ENSG00000005194.14	1.55
ENST00000569370.5	ENSG00000005194.14	30.05
ENST00000569979.5	ENSG00000005194.14	0.14
ENST00000570000.5	ENSG00000005194.14	0.17
ENST00000585725.2	ENSG00000005206.16	13.15
ENST00000586111.3	ENSG00000005206.16	0.0
ENST00000586332.5	ENSG00000005206.16	0.92
ENST00000587851.1	ENSG00000005206.16	10.22
ENST00000589515.2	ENSG00000005206.16	34.92
ENST00000593243.5	ENSG00000005206.16	0.0
ENST00000610743.4	ENSG00000005206.16	25.0
ENST00000612623.1	ENSG00000005206.16	0.09
ENST00000613503.4	ENSG00000005206.16	48.94
ENST00000614784.1	ENSG00000005206.16	12.01
ENST00000614794.4	ENSG00000005206.16	0.36
ENST00000618220.4	ENSG00000005206.16	18.81
ENST00000621568.4	ENSG00000005206.16	0.63
ENST00000622308.4	ENSG00000005206.16	4.64
ENST00000322813.9	ENSG00000005238.19	7.82
ENST00000378557.1	ENSG00000005238.19	4.77
ENST00000378561.5	ENSG00000005238.19	0.42
ENST00000378566.5	ENSG00000005238.19	11.53
ENST00000488109.6	ENSG00000005238.19	4.825
ENST00000603301.5	ENSG00000005238.19	0.77
ENST00000605104.1	ENSG00000005238.19	0.63
ENST00000605244.5	ENSG00000005238.19	3.56
ENST00000605392.1	ENSG00000005238.19	1.745
ENST00000579263.1	ENSG00000005243.9	10.51
ENST00000580174.1	ENSG00000005243.9	0.0
ENST00000580409.5	ENSG00000005243.9	2.02
ENST00000581637.5	ENSG00000005243.9	4.15
ENST00000581756.5	ENSG00000005243.9	5.55
ENST00000583414.5	ENSG00000005243.9	5.9
ENST00000584955.5	ENSG00000005243.9	15.01
ENST00000585182.1	ENSG00000005243.9	1.2
ENST00000612370.4	ENSG00000005243.9	0.7
ENST00000621465.4	ENSG00000005243.9	78.02
ENST00000265717.4	ENSG00000005249.12	53.95
ENST00000393613.6	ENSG00000005249.12	0.34
ENST00000488792.1	ENSG00000005249.12	0.0
ENST00000312196.8	ENSG00000005302.17	15.78
ENST00000337339.6	ENSG00000005302.17	10.65
ENST00000361672.6	ENSG00000005302.17	2.36
ENST00000380691.2	ENSG00000005302.17	0.12
ENST00000380692.6	ENSG00000005302.17	0.72
ENST00000380693.7	ENSG00000005302.17	16.38
ENST00000398527.6	ENSG00000005302.17	7.41
ENST00000421368.2	ENSG00000005302.17	0.0
ENST00000467141.1	ENSG00000005302.17	7.47
ENST00000468149.5	ENSG00000005302.17	0.0
ENST00000473380.1	ENSG00000005302.17	25.27
ENST00000473806.5	ENSG00000005302.17	0.89
ENST00000476743.5	ENSG00000005302.17	0.0
ENST00000478462.5	ENSG00000005302.17	0.56
ENST00000482871.5	ENSG00000005302.17	1.79
ENST00000483645.5	ENSG00000005302.17	0.37
ENST00000494268.1	ENSG00000005302.17	6.52
ENST00000262367.9	ENSG00000005339.14	23.494999999999997
ENST00000382070.7	ENSG00000005339.14	1.7
ENST00000570939.2	ENSG00000005339.14	0.27
ENST00000571763.5	ENSG00000005339.14	4.45
ENST00000571826.5	ENSG00000005339.14	0.68
ENST00000572134.1	ENSG00000005339.14	20.62
ENST00000572569.1	ENSG00000005339.14	0.94
ENST00000573517.6	ENSG00000005339.14	1.15
ENST00000573672.1	ENSG00000005339.14	0.36
ENST00000574740.1	ENSG00000005339.14	1.07
ENST00000575237.2	ENSG00000005339.14	3.44
ENST00000576720.1	ENSG00000005339.14	0.8
ENST00000634839.1	ENSG00000005339.14	0.39
ENST00000635753.1	ENSG00000005339.14	0.0
ENST00000635899.1	ENSG00000005339.14	0.0
ENST00000635919.1	ENSG00000005339.14	0.0
ENST00000636002.1	ENSG00000005339.14	0.0
ENST00000636895.1	ENSG00000005339.14	0.0
ENST00000637492.1	ENSG00000005339.14	0.0
ENST00000638158.1	ENSG00000005339.14	0.0
ENST00000268893.10	ENSG00000005379.15	10.155000000000001
ENST00000343736.8	ENSG00000005379.15	16.5
ENST00000577871.1	ENSG00000005379.15	0.44
ENST00000578486.1	ENSG00000005379.15	7.845000000000001
ENST00000578511.5	ENSG00000005379.15	8.29
ENST00000580669.5	ENSG00000005379.15	13.44
ENST00000581675.5	ENSG00000005379.15	42.29
ENST00000581692.2	ENSG00000005379.15	2.26
ENST00000582679.1	ENSG00000005379.15	0.44
ENST00000583624.1	ENSG00000005379.15	6.42
ENST00000585149.1	ENSG00000005379.15	0.0
ENST00000225275.3	ENSG00000005381.7	7.05
ENST00000577220.1	ENSG00000005381.7	0.0
ENST00000578493.1	ENSG00000005381.7	0.0
ENST00000580005.1	ENSG00000005381.7	0.0
ENST00000581022.1	ENSG00000005381.7	0.17
ENST00000222381.7	ENSG00000005421.8	39.36
ENST00000433729.1	ENSG00000005421.8	46.39
ENST00000462594.1	ENSG00000005421.8	142.25
ENST00000470502.1	ENSG00000005421.8	2.37
ENST00000321027.7	ENSG00000005436.13	3.14
ENST00000409857.7	ENSG00000005436.13	1.63
ENST00000427862.1	ENSG00000005436.13	8.45
ENST00000442309.5	ENSG00000005436.13	0.4
ENST00000470197.5	ENSG00000005436.13	2.42
ENST00000470285.1	ENSG00000005436.13	0.14
ENST00000470503.1	ENSG00000005436.13	4.58
ENST00000472230.5	ENSG00000005436.13	4.63
ENST00000486016.1	ENSG00000005436.13	0.3
ENST00000492826.1	ENSG00000005436.13	3.27
ENST00000541687.5	ENSG00000005436.13	0.0
ENST00000348227.4	ENSG00000005448.16	44.87
ENST00000409791.5	ENSG00000005448.16	5.36
ENST00000426787.5	ENSG00000005448.16	1.45
ENST00000461531.5	ENSG00000005448.16	0.79
ENST00000465134.5	ENSG00000005448.16	2.25
ENST00000468778.5	ENSG00000005448.16	2.3
ENST00000469321.5	ENSG00000005448.16	0.7
ENST00000469932.5	ENSG00000005448.16	0.6
ENST00000475328.5	ENSG00000005448.16	0.68
ENST00000480089.5	ENSG00000005448.16	1.7
ENST00000482605.1	ENSG00000005448.16	9.42
ENST00000482880.5	ENSG00000005448.16	1.33
ENST00000493982.5	ENSG00000005448.16	0.14
ENST00000331536.7	ENSG00000005469.11	21.0
ENST00000412227.6	ENSG00000005469.11	1.85
ENST00000419147.6	ENSG00000005469.11	0.18
ENST00000442291.1	ENSG00000005469.11	0.08
ENST00000469785.1	ENSG00000005469.11	2.38
ENST00000479014.1	ENSG00000005469.11	1.36
ENST00000488850.1	ENSG00000005469.11	0.37
ENST00000265723.8	ENSG00000005471.15	1.88
ENST00000358400.7	ENSG00000005471.15	2.51
ENST00000359206.7	ENSG00000005471.15	14.614999999999998
ENST00000417608.1	ENSG00000005471.15	0.37
ENST00000440025.1	ENSG00000005471.15	4.91
ENST00000453593.5	ENSG00000005471.15	0.01
ENST00000467079.1	ENSG00000005471.15	2.6
ENST00000467983.1	ENSG00000005471.15	41.405
ENST00000469770.1	ENSG00000005471.15	0.355
ENST00000473795.1	ENSG00000005471.15	0.14
ENST00000257745.8	ENSG00000005483.20	16.64
ENST00000311117.7	ENSG00000005483.20	1.0
ENST00000334884.9	ENSG00000005483.20	11.64
ENST00000468607.1	ENSG00000005483.20	0.58
ENST00000473063.1	ENSG00000005483.20	1.05
ENST00000474203.5	ENSG00000005483.20	0.12
ENST00000476671.5	ENSG00000005483.20	2.28
ENST00000478079.1	ENSG00000005483.20	0.84
ENST00000478990.5	ENSG00000005483.20	0.0
ENST00000479838.2	ENSG00000005483.20	1.23
ENST00000480368.5	ENSG00000005483.20	0.0
ENST00000482560.6	ENSG00000005483.20	0.02
ENST00000485619.1	ENSG00000005483.20	0.05
ENST00000495267.5	ENSG00000005483.20	1.93
ENST00000496191.1	ENSG00000005483.20	0.73
ENST00000622386.1	ENSG00000005483.20	0.0
ENST00000006777.10	ENSG00000005486.16	159.7
ENST00000318622.8	ENSG00000005486.16	68.94
ENST00000428119.1	ENSG00000005486.16	100.8
ENST00000454791.1	ENSG00000005486.16	0.0
ENST00000466232.5	ENSG00000005486.16	0.0
ENST00000467406.2	ENSG00000005486.16	3.2
ENST00000468304.1	ENSG00000005486.16	1.74
ENST00000468644.5	ENSG00000005486.16	0.0
ENST00000476218.1	ENSG00000005486.16	0.0
ENST00000293894.3	ENSG00000005513.9	49.41
ENST00000566034.1	ENSG00000005513.9	11.31
ENST00000306270.11	ENSG00000005700.14	12.2
ENST00000369751.2	ENSG00000005700.14	0.0
ENST00000445419.6	ENSG00000005700.14	3.98
ENST00000471036.1	ENSG00000005700.14	0.0
ENST00000503400.5	ENSG00000005700.14	0.0
ENST00000503631.5	ENSG00000005700.14	0.0
ENST00000505222.5	ENSG00000005700.14	1.5
ENST00000508381.1	ENSG00000005700.14	10.905000000000001
ENST00000510291.5	ENSG00000005700.14	0.385
ENST00000610980.4	ENSG00000005700.14	0.0
ENST00000005082.13	ENSG00000005801.16	4.14
ENST00000330692.11	ENSG00000005801.16	0.0
ENST00000343338.11	ENSG00000005801.16	0.0
ENST00000354599.10	ENSG00000005801.16	4.78
ENST00000399602.8	ENSG00000005801.16	3.48
ENST00000427810.6	ENSG00000005801.16	0.14
ENST00000429541.6	ENSG00000005801.16	0.62
ENST00000438262.6	ENSG00000005801.16	0.06
ENST00000524857.5	ENSG00000005801.16	0.0
ENST00000525313.6	ENSG00000005801.16	0.11499999999999999
ENST00000525502.5	ENSG00000005801.16	0.0
ENST00000526501.5	ENSG00000005801.16	0.0
ENST00000526540.5	ENSG00000005801.16	0.0
ENST00000526598.1	ENSG00000005801.16	0.53
ENST00000526601.5	ENSG00000005801.16	1.81
ENST00000527386.1	ENSG00000005801.16	0.0
ENST00000528218.5	ENSG00000005801.16	0.0
ENST00000528410.5	ENSG00000005801.16	0.0
ENST00000528636.1	ENSG00000005801.16	0.9
ENST00000528796.5	ENSG00000005801.16	0.16
ENST00000529085.5	ENSG00000005801.16	0.42
ENST00000529228.5	ENSG00000005801.16	0.59
ENST00000529678.5	ENSG00000005801.16	0.0
ENST00000529789.5	ENSG00000005801.16	0.0
ENST00000530643.5	ENSG00000005801.16	0.0
ENST00000532539.1	ENSG00000005801.16	0.29
ENST00000533036.5	ENSG00000005801.16	0.0
ENST00000534569.5	ENSG00000005801.16	0.0
ENST00000618467.4	ENSG00000005801.16	0.0
ENST00000620374.4	ENSG00000005801.16	0.0
ENST00000357337.10	ENSG00000005810.17	0.0
ENST00000429715.1	ENSG00000005810.17	25.54
ENST00000462987.2	ENSG00000005810.17	0.61
ENST00000466564.2	ENSG00000005810.17	0.61
ENST00000474882.2	ENSG00000005810.17	0.0
ENST00000482517.5	ENSG00000005810.17	2.27
ENST00000485061.2	ENSG00000005810.17	6.22
ENST00000486679.2	ENSG00000005810.17	0.0
ENST00000491491.1	ENSG00000005810.17	0.66
ENST00000498073.2	ENSG00000005810.17	0.8
ENST00000544440.6	ENSG00000005810.17	7.28
ENST00000612956.4	ENSG00000005810.17	27.56
ENST00000355619.9	ENSG00000005812.10	42.51
ENST00000417323.1	ENSG00000005812.10	1.52
ENST00000470210.1	ENSG00000005812.10	0.33
ENST00000472949.1	ENSG00000005812.10	0.0
